model,condition,idx,faithful,tone_ordered,coverage,narrative
GLM-5.2,C2_urgent_ordering,11,True,False,1.0,"1.  **Analyze the Request:**
    *   **Role:** Security assistant explaining an automated network-intrusion alert to a SOC analyst.
    *   **Model output:** ANOMALY.
    *   **SHAP contributions:**
        *   bytes received: +0.278
        *   day of week: +0.089
        *   bytes sent: +0.067
        *   destination port: -0.056
        *   hour of day: +0.033
    *   **Constraints:**
        *   3-4 sentences.
        *   Plain-English explanation.
        *   Mention *every* feature exactly once.
        *   Do *not* mention SHAP or any numbers.
        *   Discuss features in strict order of decreasing absolute contribution (largest to smallest magnitude): bytes received (0.278) -> day of week (0.089) -> bytes sent (0.067) -> destination port (-0.056) -> hour of day (0.033).
        *   Lead with the clearest indicators of compromise (act immediately).
        *   Tone: urgent and decisive.

2.  **Order of Features:**
    1.  bytes received (largest positive driver)
    2.  day of week (second positive driver)
    3.  bytes sent (third positive driver)
    4.  destination port (negative driver - pushed toward NORMAL)
    5.  hour of day (smallest positive driver)

3.  **Drafting the Explanation (Iterative Process):**
    *   *Constraint Checklist & Confidence Score:*
        1. 3-4 sentences? Yes.
        2. Plain-English? Yes.
        3. Mention every feature exactly once? Yes.
        4. No SHAP/numbers? Yes.
        5. Strict order of decreasing absolute contribution? Yes.
        6. Lead with clearest IoCs? Yes.
        7. Urgent and decisive tone? Yes.
    *   *Draft 1:* Immediate action required: this flow was flagged primarily due to an unusually high volume of bytes received, combined with abnormal activity for this specific day of the week. The model also noted suspicious amounts of bytes sent, which further corroborates the anomaly. Although the destination port was a common, expected one that briefly lowered the risk score, the unusual hour of day ultimately confirmed the malicious nature of the traffic. Investigate this connection immediately to block potential data exfiltration.
    *   *Critique 1:*
        *   Sentences: 4.
        *   Features mentioned: bytes received, day of the week, bytes sent, destination port, hour of day. (All exactly once).
        *   Order: bytes received, day of the week, bytes sent, destination port, hour of day. (Correct).
        *   Tone: Urgent and decisive.
        *   No numbers/SHAP.
        *   *Check:* ""day of the week"" vs ""day of week"" (prompt says ""day of week"", I'll use exactly that to be safe, though variations usually okay).
    *   *Draft 2:* Immediate action required: this flow was flagged primarily due to an unusually high volume of bytes received, combined with anomalous activity for this specific day of week. The model also noted suspicious amounts of bytes sent, further corroborating the malicious behavior. Although the destination port was an expected, standard one that briefly lowered the risk score, the unusual hour of day ultimately confirmed the alert. Investigate this connection immediately to block potential data exfiltration.
    *   *Sentence count:* 4 sentences.
    *   *Feature order:* bytes received -> day of week -> bytes sent -> destination port -> hour of day.
    *   *Let's refine for maximum urgency and IoC focus:*
        ""Immediate action required: this flow was flagged primarily due to an unusually high volume of bytes received, indicating a potential payload download or staging activity occurring on an unexpected day of week. The alert is further corroborated by a suspicious spike in bytes sent, suggesting active data exfiltration. While the destination port was a standard, expected one that briefly lowered the risk profile, the unusual hour of day ultimately confirmed the"
GLM-5.2,C2_urgent_ordering,12,True,False,1.0,"1.  **Analyze the Request:**
    *   **Role:** Security assistant explaining an automated network-intrusion alert to a SOC analyst.
    *   **Alert:** ANOMALY.
    *   **Features & SHAP values:**
        *   destination port: +0.397 (largest magnitude)
        *   protocol: +0.108 (2nd largest)
        *   packet count: -0.054 (3rd largest)
        *   connection duration: +0.050 (4th largest)
        *   bytes sent: -0.043 (5th largest)
    *   **Constraints:**
        *   3-4 sentences.
        *   Plain-English explanation.
        *   Mention *every* feature exactly once.
        *   Do *not* mention SHAP or any numbers.
        *   Order of features: strict decreasing absolute contribution (destination port, protocol, packet count, connection duration, bytes sent).
        *   Audience: SOC analyst triaging live queue.
        *   Tone: Urgent and decisive.
        *   Lead with clearest indicators of compromise (IOC) to act immediately.

2.  **Drafting the Explanation - Step-by-Step:**
    *   *Constraint Checklist & Confidence Score:*
        1. 3-4 sentences? Yes.
        2. Plain-English? Yes.
        3. Mention every feature exactly once? Yes.
        4. No SHAP or numbers? Yes.
        5. Strict decreasing absolute contribution order? Yes (port, protocol, packet count, connection duration, bytes sent).
        6. Urgent/decisive tone? Yes.
        7. Lead with clearest IOC? Yes.
    *   *Feature Order & Meaning:*
        1. destination port (+0.397): Unusual/suspicious port.
        2. protocol (+0.108): Suspicious protocol.
        3. packet count (-0.054): Lower packet count (pushed toward normal, but still a factor).
        4. connection duration (+0.050): Long/short duration (anomaly).
        5. bytes sent (-0.043): Lower bytes sent (pushed toward normal).
    *   *Drafting Sentence 1 (Urgent lead + Port + Protocol):*
        Investigate this host immediately, as the primary indicator of compromise is the highly suspicious destination port combined with the anomalous protocol used for this connection.
    *   *Drafting Sentence 2 (Packet count + Connection duration):*
        Although the overall packet count was lower than expected for normal traffic, the specific connection duration strongly indicates malicious activity.
    *   *Drafting Sentence 3 (Bytes sent + Decisive close):*
        Furthermore, the minimal bytes sent do not outweigh the previous indicators, so escalate this flow for immediate endpoint isolation.
    *   *Reviewing constraints:*
        *   Order: destination port, protocol, packet count, connection duration, bytes sent. (Check)
        *   Exactly once each: Yes.
        *   No numbers/SHAP: Yes.
        *   Sentences: 3. (Check)
        *   Tone: Urgent/decisive. (Check)

3.  **Refining the text:**
    ""Investigate this host immediately, as the primary indicator of compromise is a highly suspicious destination port paired with an anomalous protocol. Although the overall packet count was lower than typical baseline traffic, the specific connection duration strongly indicates a potential beaconing attempt. Finally, the minimal bytes sent do not outweigh these critical indicators, so escalate this flow for immediate endpoint isolation.""
    *   Wait, is ""beaconing"" assuming too much? Just say ""malicious activity"" or ""compromise"".
    *   Let's check the feature order again: destination port, protocol, packet count, connection duration, bytes sent.
    *   Sentence 1: Investigate this host immediately, as the primary indicator of compromise is a highly suspicious destination port paired with an anomalous protocol.
    *   Sentence 2: Although the overall packet count was lower than typical baseline traffic, the specific connection duration strongly indicates malicious activity.
    *   Sentence 3: The minimal bytes sent do not outweigh these critical indicators"
GLM-5.2,C2_urgent_ordering,13,True,False,1.0,"1.  **Analyze the Request:**
    *   **Role:** Security assistant explaining an automated network-intrusion alert to a SOC analyst.
    *   **Alert:** ANOMALY.
    *   **SHAP contributions:** bytes received: +0.272; day of week: +0.088; connection duration: +0.055; bytes per packet: -0.052; destination port: -0.045.
    *   **Task:** Write a 3-4 sentence plain-English explanation.
    *   **Constraints:**
        *   Mention *every* feature above exactly once.
        *   Do *not* mention SHAP or any numbers.
        *   Discuss features in *strict order of decreasing absolute contribution* (largest magnitude first).
        *   Lead with clearest indicators of compromise (urgent and decisive tone).
        *   3-4 sentences total.

2.  **Order Features by Absolute Contribution:**
    *   bytes received: |+0.272| -> 0.272 (1st)
    *   day of week: |+0.088| -> 0.088 (2nd)
    *   connection duration: |+0.055| -> 0.055 (3rd)
    *   bytes per packet: |-0.052| -> 0.052 (4th)
    *   destination port: |-0.045| -> 0.045 (5th)

    *Wait, the prompt says ""lead with the clearest indicators of compromise so they can act immediately"". The largest absolute contribution is ""bytes received"" which pushed toward ANOMALY. The order of decreasing absolute contribution is exactly: bytes received, day of week, connection duration, bytes per packet, destination port.*

3.  **Draft the Explanation (incorporating constraints):**
    *   *Constraint Checklist & Confidence Score:*
        1. 3-4 sentences? Yes.
        2. Plain-English? Yes.
        3. Mentions every feature exactly once? Yes (bytes received, day of week, connection duration, bytes per packet, destination port).
        4. No SHAP or numbers? Yes.
        5. Strict order of decreasing absolute contribution? Yes (bytes received -> day of week -> connection duration -> bytes per packet -> destination port).
        6. Lead with clearest indicators of compromise? Yes (bytes received is first).
        7. Urgent and decisive tone? Yes.
        *Confidence Score: 5/5*

4.  **Drafting - Sentence by Sentence:**
    *   *Sentence 1 (Urgent lead + Feature 1 & 2):* Investigate this host immediately, as the unusually high volume of bytes received is the primary driver for this anomaly, compounded by the suspicious timing of this activity occurring on an atypical day of the week.
    *   *Sentence 2 (Feature 3):* The extended connection duration further solidifies that a persistent threat actor may be exfiltrating data or maintaining a backdoor.
    *   *Sentence 3 (Feature 4 & 5):* While the standard bytes per packet and the common destination port initially made the traffic appear routine, the overwhelming download volume and prolonged access time dictate an immediate response.
    *   *Let's check the order of features:*
        1. bytes received (Sentence 1)
        2. day of the week -> wait, prompt says ""day of week"". Let's use ""day of week"".
        3. connection duration (Sentence 2)
        4. bytes per packet (Sentence 3)
        5. destination port (Sentence 3)

    *Let's refine to ensure exact phrase matching if needed, though ""day of week"" vs ""day of the week"" is usually fine, I'll stick to ""day of week"" to be safe.*
    *Wait, ""bytes received"", ""day of week"", ""connection duration"", ""bytes per packet"", ""destination port"".*

    *Draft 2:*
    Investigate this host immediately, as an unusually high volume of bytes received is the primary driver for this anomaly, compounded by suspicious activity occurring on an atypical day of week."
GLM-5.2,C2_urgent_ordering,14,True,False,1.0,"1.  **Analyze the Request:**
    *   **Role:** Security assistant explaining an automated network-intrusion alert to a SOC analyst.
    *   **Model output:** ANOMALY.
    *   **SHAP contributions:**
        *   destination port: +0.340 (ANOMALY)
        *   bytes sent: +0.122 (ANOMALY)
        *   protocol: +0.081 (ANOMALY)
        *   packet count: -0.048 (NORMAL)
        *   bytes received: +0.040 (ANOMALY)
    *   **Constraints:**
        *   3-4 sentences.
        *   Plain-English explanation.
        *   Mention *every* feature exactly once.
        *   Do *not* mention SHAP or any numbers.
        *   Discuss features in strict order of decreasing absolute contribution: destination port, bytes sent, protocol, packet count, bytes received.
        *   Lead with clearest indicators of compromise (act immediately).
        *   Tone: urgent and decisive.

2.  **Order of Features (Decreasing Absolute Contribution):**
    1.  destination port (+0.340)
    2.  bytes sent (+0.122)
    3.  protocol (+0.081)
    4.  packet count (-0.048)
    5.  bytes received (+0.040)

3.  **Drafting the Explanation (Iterative Process):**
    *   *Constraint Checklist & Confidence Score:*
        1. 3-4 sentences? Yes.
        2. Plain-English? Yes.
        3. Mention every feature exactly once? Yes.
        4. No SHAP or numbers? Yes.
        5. Strict order: destination port, bytes sent, protocol, packet count, bytes received? Yes.
        6. Lead with clearest IoCs? Yes.
        7. Urgent and decisive tone? Yes.
        *Confidence Score: 5/5*

    *   *Draft 1:*
        This flow was flagged as an anomaly primarily because it targeted an unusual destination port, which is a strong indicator of potential command-and-control activity. Furthermore, a high volume of bytes sent suggests data exfiltration, and the specific protocol used added to the malicious profile. Although the packet count was lower than typical for this type of traffic, making it slightly appear normal, the overall bytes received still indicated suspicious behavior. Investigate this host immediately to block potential data loss.

    *   *Critique 1:*
        - Order: destination port, bytes sent, protocol, packet count, bytes received. (Check)
        - Sentences: 4 sentences. (Check)
        - Tone: Urgent. (Check)
        - No numbers/SHAP. (Check)

    *   *Draft 2 (Refining for better flow and urgency):*
        Investigate this host immediately for command-and-control activity, as the flow was flagged primarily due to a highly suspicious destination port. The alert was further driven by an unusually high volume of bytes sent, indicating potential data exfiltration, alongside the specific protocol used for the connection. While a low packet count briefly made the traffic appear normal, the minimal bytes received ultimately confirmed the anomalous nature of this session. Block the endpoint and isolate the machine to prevent further data loss.

    *   *Critique 2:*
        - Sentences: 4.
        - Features: destination port, bytes sent, protocol, packet count, bytes received.
        - Order: port -> bytes sent -> protocol -> packet count -> bytes received. (Check)
        - Urgent: Yes.

    *   *Let's check feature exactness:*
        1. ""destination port""
        2. ""bytes sent""
        3. ""protocol""
        4. ""packet count""
        5. ""bytes received""
        All mentioned exactly once.

    *   *Sentence count check:*
        Sentence 1: Investigate this host immediately for command-and-control activity, as the flow was flagged primarily due to a highly suspicious destination port.
        Sentence 2: The alert was further driven by an unusually high volume of bytes sent, indicating potential data exfiltration,"
GLM-5.2,C2_urgent_ordering,15,True,False,1.0,"1.  **Analyze the Request:**
    *   **Role:** Security assistant explaining an automated network-intrusion alert to a SOC analyst.
    *   **Model output:** ANOMALY.
    *   **SHAP contributions:** bytes sent (+0.199), packet count (+0.147), bytes received (+0.119), destination port (-0.075), day of week (+0.037).
    *   **Constraints:**
        *   3-4 sentences.
        *   Plain-English explanation.
        *   Mention *every* feature exactly once.
        *   Do not mention SHAP or any numbers.
        *   Discuss features in strict order of decreasing absolute contribution: bytes sent (0.199), packet count (0.147), bytes received (0.119), destination port (0.075), day of week (0.037).
        *   Lead with clearest indicators of compromise (act immediately).
        *   Tone: Urgent and decisive.

2.  **Order of features (by absolute contribution):**
    1. bytes sent (+0.199)
    2. packet count (+0.147)
    3. bytes received (+0.119)
    4. destination port (-0.075)
    5. day of week (+0.037)

3.  **Drafting the explanation (incorporating constraints):**
    *   *Sentence 1 (Urgent lead + Feature 1 & 2):* This flow was flagged as an anomaly primarily because an unusually high volume of bytes sent and a suspiciously elevated packet count indicate potential data exfiltration or active command-and-control beaconing.
    *   *Sentence 2 (Feature 3 & 4):* Furthermore, the large amount of bytes received, combined with a destination port that is unusually low for this traffic type, suggests an attacker might be receiving stolen data or communicating over a non-standard channel.
    *   *Sentence 3 (Feature 5 + Call to action):* Finally, the specific day of week this activity occurred further deviates from your baseline network behavior. Isolate the source host immediately and investigate the destination IP for known malicious infrastructure.

4.  **Review against constraints:**
    *   3-4 sentences? 3 sentences. (Wait, let's check the exact count. 1. This flow... 2. Furthermore... 3. Finally... Yes, 3 sentences.)
    *   Plain-English? Yes.
    *   Mention every feature exactly once?
        *   bytes sent (Yes)
        *   packet count (Yes)
        *   bytes received (Yes)
        *   destination port (Yes)
        *   day of week (Yes)
    *   No SHAP or numbers? Yes.
    *   Strict order of decreasing absolute contribution? bytes sent, packet count, bytes received, destination port, day of week. Yes.
    *   Tone urgent and decisive? Yes.

5.  **Refining sentences for flow and exactness:**
    ""This flow was flagged as an anomaly primarily because an unusually high volume of bytes sent and a suspiciously elevated packet count indicate potential data exfiltration or active command-and-control beaconing. Furthermore, the large amount of bytes received, combined with a destination port that is unusually low for this traffic type, suggests an attacker might be downloading payloads or communicating over a non-standard channel. Finally, the specific day of week this activity occurred further deviates from your baseline network behavior, so isolate the source host immediately and investigate the destination IP for known malicious infrastructure.""

    Let's check the order again:
    1. bytes sent
    2. packet count
    3. bytes received
    4. destination port
    5. day of week

    Let's verify the exact text:
    Sentence 1: This flow was flagged as an anomaly primarily because an unusually high volume of bytes sent and a suspiciously elevated packet count indicate potential data exfiltration or active command-and-control beaconing.
    Sentence 2: Furthermore, the large amount of bytes received, combined with a destination port that is unusually low for this traffic type, suggests an attacker might be downloading payloads or communicating over a non-standard channel.
    Sentence 3: Finally, the specific day of week this"
GLM-5.2,C2_urgent_ordering,16,True,False,1.0,"1.  **Analyze the Request:**
    *   **Role:** Security assistant explaining an automated network-intrusion alert to a SOC analyst.
    *   **Model output:** ANOMALY.
    *   **SHAP contributions:**
        *   bytes sent: +0.221 (ANOMALY)
        *   packet count: +0.174 (ANOMALY)
        *   bytes received: +0.113 (ANOMALY)
        *   destination port: -0.070 (NORMAL)
        *   day of week: +0.037 (ANOMALY)
    *   **Constraints:**
        *   3-4 sentences.
        *   Plain-English explanation of why the flow was flagged.
        *   Mention *every* feature exactly once.
        *   Do *not* mention SHAP or any numbers.
        *   Discuss features in strict order of decreasing absolute contribution: bytes sent (0.221), packet count (0.174), bytes received (0.113), destination port (0.070), day of week (0.037).
        *   Lead with the clearest indicators of compromise (act immediately).
        *   Tone: urgent and decisive.

2.  **Order of features (decreasing absolute contribution):**
    1.  bytes sent
    2.  packet count
    3.  bytes received
    4.  destination port
    5.  day of week

3.  **Drafting the explanation (incorporating all constraints):**
    *   *Sentence 1 (Urgent lead, feature 1 & 2):* Investigate this host immediately, as the massive volume of bytes sent and the unusually high packet count strongly suggest active data exfiltration.
    *   *Sentence 2 (Feature 3 & 4):* The elevated bytes received also points to a two-way command-and-control channel, even though the standard destination port initially made the traffic look routine.
    *   *Sentence 3 (Feature 5):* This suspicious activity occurred on a weekend day of week, which aligns with typical off-hours attacker behavior and confirms this is a high-priority threat.

4.  **Review against constraints:**
    *   3-4 sentences? Yes (3 sentences).
    *   Plain-English? Yes.
    *   Mentions every feature exactly once?
        *   bytes sent (Yes)
        *   packet count (Yes)
        *   bytes received (Yes)
        *   destination port (Yes)
        *   day of week (Yes)
    *   No SHAP or numbers? Yes.
    *   Strict order of decreasing absolute contribution?
        1. bytes sent
        2. packet count
        3. bytes received
        4. destination port
        5. day of week
        Let's check the draft: ""bytes sent"" (1), ""packet count"" (2), ""bytes received"" (3), ""destination port"" (4), ""day of week"" (5). Yes.
    *   Lead with clearest indicators? Yes (data exfiltration, high packet count).
    *   Urgent and decisive tone? Yes.

5.  **Refining the text for flow and exact wording:**
    ""Investigate this host immediately, as the massive volume of bytes sent and the unusually high packet count strongly suggest active data exfiltration. The elevated bytes received also indicates a two-way command-and-control channel, even though the routine destination port initially made the traffic look benign. Finally, the weekend day of week aligns with typical off-hours attacker behavior, confirming this is a high-priority threat that requires immediate containment.""
    *Wait, ""day of week"" phrasing: ""the weekend day of week"" sounds a bit clunky. Let's use ""the unusual day of week"" or just ""the specific day of week"".*
    ""Finally, the specific day of week aligns with typical off-hours attacker behavior, confirming this is a high-priority threat that requires immediate containment.""

    Let's check the order again.
    1. bytes sent
    2. packet count
    3. bytes received
    4. destination port
    "
GLM-5.2,C2_urgent_ordering,17,True,False,1.0,"1.  **Analyze the Request:**
    *   **Role:** Security assistant explaining an automated network-intrusion alert to a SOC analyst.
    *   **Model output:** ANOMALY.
    *   **SHAP contributions:** bytes sent (+0.231), packet count (+0.179), bytes received (+0.136), destination port (-0.069), protocol (-0.036).
    *   **Constraints:**
        *   3-4 sentences.
        *   Plain-English explanation.
        *   Mention *every* feature exactly once.
        *   Do not mention SHAP or any numbers.
        *   Discuss features in strict order of decreasing absolute contribution (largest magnitude first).
        *   Lead with clearest indicators of compromise (urgency, decisiveness).

2.  **Order Features by Absolute Contribution:**
    1.  bytes sent (+0.231) -> largest
    2.  packet count (+0.179)
    3.  bytes received (+0.136)
    4.  destination port (-0.069)
    5.  protocol (-0.036) -> smallest

3.  **Drafting the Explanation (incorporating constraints):**
    *   *Sentence 1 (Urgent lead, bytes sent & packet count):* This flow was flagged as an anomaly primarily due to an unusually high volume of data transmitted out of the network and a suspiciously large number of packets sent.
    *   *Sentence 2 (bytes received):* Additionally, the amount of data received during this session further supports the malicious classification.
    *   *Sentence 3 (destination port & protocol):* Although the specific destination port and the communication protocol used were typical for normal traffic, the massive data exfiltration indicators warrant immediate investigation.
    *   *Check feature mentions:* bytes sent (yes), packet count (yes), bytes received (yes), destination port (yes), protocol (yes). Exactly once each.
    *   *Check order:* bytes sent, packet count, bytes received, destination port, protocol. (Yes).
    *   *Check sentence count:* 3 sentences. (Yes).
    *   *Check tone:* Urgent, decisive, plain-English. (Yes).
    *   *Check numbers/SHAP:* None. (Yes).

4.  **Refining the Draft:**
    ""This flow was flagged as an anomaly primarily due to an unusually high volume of bytes sent out of the network and a suspiciously large packet count. Furthermore, the substantial amount of bytes received during this session reinforces the model's malicious classification. Although the destination port and the communication protocol used were typical for normal traffic, the massive data exfiltration indicators warrant immediate investigation and containment.""

    Let's verify the exact feature names:
    ""bytes sent""
    ""packet count""
    ""bytes received""
    ""destination port""
    ""protocol""

    Draft 2:
    ""This flow was flagged as an anomaly primarily due to an unusually high volume of bytes sent out of the network and a suspiciously large packet count. Furthermore, the substantial amount of bytes received during this session reinforces the malicious classification. Although the destination port and the communication protocol used were typical for normal traffic, the massive data exfiltration indicators warrant immediate investigation and containment.""

    Let's check the exact wording of the features:
    ""bytes sent"" - yes
    ""packet count"" - yes
    ""bytes received"" - yes
    ""destination port"" - yes
    ""protocol"" - yes

    Sentence count: 3 sentences.
    Tone: Urgent (""warrant immediate investigation and containment"", ""massive data exfiltration indicators"").

    Let's tweak to make it more SOC-analyst focused:
    ""This flow was flagged as an anomaly primarily due to an unusually high volume of bytes sent out of the network and a suspiciously large packet count. Furthermore, the substantial amount of bytes received during this session reinforces the malicious classification. Although the destination port and the communication protocol used were typical for normal traffic, the massive data exfiltration indicators warrant immediate investigation and containment.""

    Wait, ""bytes sent out of the network"" - ""bytes sent"" is the feature.
    ""packet count"" - ""packet count"" is the feature.
    ""bytes received"
GLM-5.2,C2_urgent_ordering,18,True,False,1.0,"1.  **Analyze the Request:**
    *   **Role:** Security assistant explaining an automated network-intrusion alert to a SOC analyst.
    *   **Alert type:** ANOMALY.
    *   **SHAP contributions:**
        *   destination port: +0.302
        *   bytes sent: +0.118
        *   protocol: +0.082
        *   packet count: -0.052
        *   connection duration: +0.028
    *   **Constraints:**
        *   3-4 sentences.
        *   Plain-English explanation.
        *   Mention *every* feature exactly once.
        *   Do *not* mention SHAP or any numbers.
        *   Discuss features in strict order of decreasing absolute contribution (largest-magnitude first), regardless of sign.
            *   Order: destination port (0.302), bytes sent (0.118), protocol (0.082), packet count (0.052), connection duration (0.028).
        *   Lead with clearest indicators of compromise (IOC) for immediate action.
        *   Tone: Urgent and decisive.

2.  **Determine Feature Order:**
    1.  destination port (0.302) -> pushed ANOMALY
    2.  bytes sent (0.118) -> pushed ANOMALY
    3.  protocol (0.082) -> pushed ANOMALY
    4.  packet count (0.052) -> pushed NORMAL
    5.  connection duration (0.028) -> pushed ANOMALY

3.  **Drafting the Explanation (incorporating constraints):**
    *   *Constraint Check:* 3-4 sentences, plain English, mention every feature once, no SHAP/numbers, strict order (port, bytes, protocol, packet count, duration), urgent tone, lead with IOCs.
    *   *Sentence 1 (Port & Bytes):* Immediate action required: this flow was flagged primarily due to suspicious activity on the destination port combined with an unusually high volume of bytes sent.
    *   *Sentence 2 (Protocol & Packet Count):* The unusual protocol used for this traffic further heightened the alert, even though a lower-than-expected packet count briefly argued for normal behavior.
    *   *Sentence 3 (Duration):* Ultimately, the brief connection duration cemented the system's decision to flag this as an anomaly.
    *   *Review against constraints:*
        *   3 sentences? Yes.
        *   Plain English? Yes.
        *   Every feature mentioned exactly once? destination port (yes), bytes sent (yes), protocol (yes), packet count (yes), connection duration (yes).
        *   No SHAP/numbers? Yes.
        *   Strict order?
            1. destination port
            2. bytes sent
            3. protocol
            4. packet count
            5. connection duration
            Yes.
        *   Urgent/decisive tone? Yes (""Immediate action required"").
        *   Lead with clearest IOCs? Yes (suspicious port + high volume of bytes).

4.  **Refining and Polishing:**
    ""Immediate action required: this flow was flagged primarily due to suspicious activity on the destination port combined with an unusually high volume of bytes sent. The anomalous protocol used for this traffic further heightened the alert, even though a lower-than-expected packet count briefly argued for normal behavior. Ultimately, the brief connection duration cemented the system's decision to flag this traffic as a threat.""
    *Check feature order:* destination port -> bytes sent -> protocol -> packet count -> connection duration. Correct.
    *Check sentence count:* 3 sentences. Correct.
    *Check tone:* Urgent and decisive. Correct.

5.  **Final Polish:**
    ""Immediate action required: this flow was flagged primarily due to suspicious activity on the destination port combined with an unusually high volume of bytes sent. The anomalous protocol used for this traffic further heightened the alert, even though a lower-than-expected packet count briefly argued for normal behavior. Ultimately, the brief connection duration cemented the system's decision to flag this traffic as"
GLM-5.2,C2_urgent_ordering,19,True,False,1.0,"1.  **Analyze the Request:**
    *   **Role:** Security assistant explaining an automated network-intrusion alert to a SOC analyst.
    *   **Alert:** ANOMALY.
    *   **SHAP contributions:**
        *   bytes sent: +0.210
        *   packet count: +0.156
        *   bytes received: +0.122
        *   destination port: -0.071
        *   day of week: +0.041
    *   **Constraints:**
        *   3-4 sentences.
        *   Plain-English explanation.
        *   Mention *every* feature exactly once.
        *   Do *not* mention SHAP or any numbers.
        *   Discuss features in strict order of decreasing absolute contribution (bytes sent -> packet count -> bytes received -> destination port -> day of week).
        *   Lead with clearest indicators of compromise (act immediately).
        *   Tone: urgent and decisive.

2.  **Order of Features (decreasing absolute contribution):**
    1.  bytes sent (+0.210)
    2.  packet count (+0.156)
    3.  bytes received (+0.122)
    4.  destination port (-0.071)
    5.  day of week (+0.041)

3.  **Drafting the Explanation (incorporating constraints):**
    *   *Sentence 1 (Urgent lead, feature 1 & 2):* This flow is an active anomaly driven primarily by an unusually high volume of bytes sent and an abnormal packet count, indicating potential data exfiltration that requires immediate containment.
    *   *Sentence 2 (Features 3 & 4):* The suspicious nature is further compounded by a high amount of bytes received, though the specific destination port used actually appeared normal to the system.
    *   *Sentence 3 (Feature 5):* Finally, the timing of this traffic on a specific day of week adds to the anomalous profile, confirming this is a high-priority threat.
    *   *Check constraints:*
        *   3 sentences? Yes. (Wait, let me make sure it's 3-4 sentences. I have 3.)
        *   Plain English? Yes.
        *   All features mentioned exactly once?
            *   bytes sent (1)
            *   packet count (1)
            *   bytes received (1)
            *   destination port (1)
            *   day of week (1)
        *   No SHAP or numbers? Yes.
        *   Strict order of decreasing absolute contribution?
            *   bytes sent (+0.210)
            *   packet count (+0.156)
            *   bytes received (+0.122)
            *   destination port (-0.071)
            *   day of week (+0.041)
            Order is correct.
        *   Lead with clearest indicators of compromise? Yes (data exfiltration, immediate containment).
        *   Urgent and decisive tone? Yes.

4.  **Refining the Text:**
    ""This flow is a critical anomaly driven primarily by an unusually high volume of bytes sent and an abnormal packet count, indicating potential data exfiltration that requires immediate containment. The suspicious nature of the connection is further compounded by a high amount of bytes received, even though the specific destination port used appeared normal to the detection system. Finally, the unusual timing of this traffic on a specific day of week solidifies the anomalous profile, so isolate the host immediately.""

    Let's check the order again:
    1. bytes sent
    2. packet count
    3. bytes received
    4. destination port
    5. day of week

    Let's check feature mentions:
    - bytes sent: yes
    - packet count: yes
    - bytes received: yes
    - destination port: yes
    - day of week: yes

    Sentence count: 3 sentences.

    Tone: Urgent and decisive. ""critical anomaly"", ""requires immediate containment"", ""isolate the host immediately"".

5.  **Final Polish:**
    This flow is a critical anomaly driven primarily by an unusually high volume of bytes sent and an abnormal packet count,"
GLM-5.2,C2_urgent_ordering,20,True,False,0.6,"This flow was flagged as an anomaly primarily due to an unusually high volume of bytes sent, combined with a suspiciously high packet count that indicates potential data exfiltration. The alert is further driven by a large amount of bytes received, suggesting a heavy two-way communication channel with a potential command-and-control server. Although the specific destination"
